area_type,location,Area,bath,balcony,price,bhk,area_per_bhk
Super built-up  Area,Sahakara Nagar,1914.0,3.0,3.0,179.0,3,638.0
Super built-up  Area,Budigere,1820.0,3.0,3.0,85.5,3,606.6666666666666
Built-up  Area,Kalena Agrahara,1565.0,3.0,3.0,78.0,3,521.6666666666666
Super built-up  Area,Begur Road,1334.0,2.0,2.0,42.69,2,667.0
Super built-up  Area,Jigani,914.0,2.0,2.0,49.0,2,457.0
Super built-up  Area,Yelahanka,2145.0,3.0,3.0,125.0,3,715.0
Super built-up  Area,other,1255.0,2.0,2.0,120.0,2,627.5
Super built-up  Area,Bommasandra,1014.0,2.0,2.0,35.0,2,507.0
Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2,347.5
Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2,425.0
Super built-up  Area,Banashankari,1200.0,2.0,2.0,60.0,2,600.0
Super built-up  Area,Hoodi,1769.0,3.0,3.0,96.87,3,589.6666666666666
Carpet  Area,Bhoganhalli,1554.3,4.0,4.0,131.0,4,388.575
Super built-up  Area,other,905.0,2.0,2.0,40.0,2,452.5
Super built-up  Area,Marathahalli,1435.0,3.0,3.0,73.0,3,478.3333333333333
Built-up  Area,Kodihalli,1620.0,3.0,3.0,130.0,3,540.0
Super built-up  Area,Electronic City,1025.0,2.0,2.0,49.0,2,512.5
Super built-up  Area,Thanisandra,1430.0,2.0,2.0,54.5,3,476.6666666666667
Super built-up  Area,Panathur,1235.0,2.0,2.0,65.0,2,617.5
Super built-up  Area,Electronics City Phase 1,1291.0,2.0,2.0,32.0,3,430.3333333333333
Super built-up  Area,Kanakpura Road,1498.0,3.0,3.0,95.0,3,499.3333333333333
Super built-up  Area,AECS Layout,1123.0,2.0,2.0,64.0,2,561.5
Super built-up  Area,Raja Rajeshwari Nagar,1235.0,2.0,2.0,75.0,2,617.5
Super built-up  Area,Sarjapur  Road,1305.0,2.0,2.0,99.0,2,652.5
Super built-up  Area,Old Madras Road,2010.0,3.0,3.0,125.0,4,502.5
Built-up  Area,other,1277.0,2.0,2.0,59.0,2,638.5
Super built-up  Area,Akshaya Nagar,1265.0,2.0,2.0,67.0,2,632.5
Super built-up  Area,Kanakpura Road,525.0,2.6926096474673513,2.6926096474673513,27.0,1,525.0
Super built-up  Area,other,1442.0,3.0,3.0,56.24,3,480.6666666666667
Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2,612.0
Super built-up  Area,other,1233.0,2.0,2.0,100.0,2,616.5
Super built-up  Area,Electronic City,1449.0,3.0,3.0,90.0,3,483.0
Super built-up  Area,other,1090.0,2.0,2.0,54.0,2,545.0
Super built-up  Area,JP Nagar,1200.0,2.0,2.0,78.0,2,600.0
Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,500.0
Super built-up  Area,Thanisandra,1732.0,3.0,3.0,85.73,3,577.3333333333334
Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2,645.0
Super built-up  Area,Thanisandra,1917.0,4.0,4.0,100.0,3,639.0
Built-up  Area,other,1100.0,2.0,2.0,57.0,2,550.0
Super built-up  Area,other,1425.0,2.0,2.0,65.0,3,475.0
Super built-up  Area,Whitefield,1655.0,3.0,3.0,113.0,3,551.6666666666666
Plot  Area,Yelahanka,1800.0,4.0,4.0,180.0,4,450.0
Built-up  Area,other,2050.0,3.0,3.0,100.0,4,512.5
Super built-up  Area,Whitefield,530.0,1.0,1.0,29.44,1,530.0
Super built-up  Area,Kambipura,883.0,2.0,2.0,37.0,2,441.5
Super built-up  Area,other,1275.0,3.0,3.0,59.0,3,425.0
Super built-up  Area,Bellandur,1063.0,2.0,2.0,58.0,2,531.5
Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1,656.0
Super built-up  Area,Marathahalli,881.0,2.0,2.0,48.06,2,440.5
Built-up  Area,Bisuvanahalli,700.0,1.0,1.0,32.0,2,350.0
Super built-up  Area,Hosa Road,1680.0,3.0,3.0,101.0,3,560.0
Super built-up  Area,other,1253.0,2.0,2.0,57.0,2,626.5
Super built-up  Area,Iblur Village,2100.0,4.0,4.0,145.0,3,700.0
Super built-up  Area,Electronic City,1070.0,2.0,2.0,58.0,2,535.0
Built-up  Area,Electronic City Phase II,1125.0,2.0,2.0,29.25,2,562.5
Super built-up  Area,Electronic City,1210.0,2.0,2.0,54.0,2,605.0
Built-up  Area,Electronic City,1500.0,2.0,2.0,75.0,3,500.0
Super built-up  Area,other,1652.5,3.0,3.0,90.0,3,550.8333333333334
Super built-up  Area,Yeshwanthpur,1381.0,2.0,2.0,76.18,3,460.3333333333333
Super built-up  Area,Whitefield,1085.0,2.0,2.0,57.0,2,542.5
Super built-up  Area,Whitefield,905.0,1.0,1.0,50.0,1,905.0
Super built-up  Area,Hennur Road,1685.0,3.0,3.0,95.0,3,561.6666666666666
Super built-up  Area,Somasundara Palya,1200.0,2.0,2.0,75.0,2,600.0
Super built-up  Area,Anandapura,1151.0,2.0,2.0,42.9,2,575.5
Super built-up  Area,Kanakpura Road,1665.0,3.0,3.0,86.91,3,555.0
Built-up  Area,Kengeri Satellite Town,800.0,2.0,2.0,40.0,2,400.0
Super built-up  Area,Rajiv Nagar,1030.0,2.0,2.0,46.5,2,515.0
Super built-up  Area,Hoodi,1257.0,2.0,2.0,71.03,2,628.5
Super built-up  Area,Whitefield,1600.0,3.0,3.0,82.0,3,533.3333333333334
Super built-up  Area,Choodasandra,1465.0,3.0,3.0,75.0,3,488.3333333333333
Super built-up  Area,Jakkur,1650.0,3.0,3.0,111.0,3,550.0
Super built-up  Area,Koramangala,1300.0,2.0,2.0,82.0,2,650.0
Built-up  Area,KR Puram,1000.0,2.0,2.0,44.5,2,500.0
Super built-up  Area,Mahadevpura,1146.0,2.0,2.0,53.8,2,573.0
Super built-up  Area,other,2159.0,3.0,3.0,110.0,3,719.6666666666666
Super built-up  Area,Whitefield,1255.0,2.0,2.0,40.0,2,627.5
Super built-up  Area,Padmanabhanagar,1200.0,2.0,2.0,60.0,2,600.0
Built-up  Area,Sarjapur  Road,1040.0,2.0,2.0,37.0,2,520.0
Super built-up  Area,Uttarahalli,1180.0,2.0,2.0,41.3,2,590.0
Built-up  Area,Sarjapur  Road,1374.0,3.0,3.0,51.0,3,458.0
Super built-up  Area,Whitefield,630.5,1.0,1.0,32.15,1,630.5
Super built-up  Area,Yelahanka,1200.0,2.0,2.0,54.0,2,600.0
Built-up  Area,Haralur Road,2017.0,3.0,3.0,105.0,3,672.3333333333334
Built-up  Area,Whitefield,905.0,1.0,1.0,52.0,1,905.0
Super built-up  Area,Gottigere,1380.0,2.0,2.0,95.0,3,460.0
Super built-up  Area,Harlur,1620.0,3.0,3.0,110.0,3,540.0
Super built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,38.5,2,500.0
Super built-up  Area,Kothanur,1760.0,3.0,3.0,111.0,3,586.6666666666666
Super built-up  Area,Yelahanka,1322.0,2.0,2.0,75.0,2,661.0
Super built-up  Area,Sahakara Nagar,1500.0,3.0,3.0,125.0,3,500.0
Super built-up  Area,Kaggadasapura,1256.0,2.0,2.0,50.0,3,418.6666666666667
Super built-up  Area,Brookefield,941.0,2.0,2.0,48.0,2,470.5
Super built-up  Area,Hennur Road,1414.0,2.0,2.0,84.18,2,707.0
Super built-up  Area,Kanakpura Road,712.0,1.0,1.0,38.44,1,712.0
Super built-up  Area,Hebbal,1200.0,2.0,2.0,49.0,2,600.0
Built-up  Area,other,1680.0,3.0,3.0,135.0,3,560.0
Super built-up  Area,Uttarahalli,1380.0,2.0,2.0,42.0,2,690.0
Super built-up  Area,Hebbal,1088.0,2.0,2.0,62.0,2,544.0
Super built-up  Area,Harlur,1414.0,3.0,3.0,77.5,3,471.3333333333333
Super built-up  Area,other,1265.0,2.0,2.0,58.0,2,632.5
Built-up  Area,other,1035.0,2.0,2.0,44.0,2,517.5
Super built-up  Area,Sonnenahalli,614.5,1.0,1.0,30.715,1,614.5
Super built-up  Area,Vittasandra,1650.0,3.0,3.0,84.0,3,550.0
Super built-up  Area,Marathahalli,1130.0,2.0,2.0,58.0,3,376.6666666666667
Super built-up  Area,JP Nagar,1850.0,2.0,2.0,110.0,3,616.6666666666666
Built-up  Area,other,1090.0,2.0,2.0,45.0,2,545.0
Super built-up  Area,JP Nagar,1100.0,2.0,2.0,45.0,2,550.0
Super built-up  Area,Kammasandra,1365.0,2.0,2.0,34.13,3,455.0
Super built-up  Area,Vijayanagar,1484.0,3.0,3.0,79.19,3,494.6666666666667
Super built-up  Area,Green Glen Layout,1630.0,3.0,3.0,68.0,3,543.3333333333334
Super built-up  Area,Whitefield,1451.0,2.0,2.0,52.43,3,483.6666666666667
Super built-up  Area,Kanakpura Road,1330.0,2.0,2.0,107.0,2,665.0
Super built-up  Area,Thanisandra,2127.0,3.0,3.0,135.0,3,709.0
Super built-up  Area,Sarjapur  Road,1173.0,2.0,2.0,45.75,3,391.0
Super built-up  Area,JP Nagar,1197.0,2.0,2.0,47.88,2,598.5
Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,62.4,3,483.3333333333333
Super built-up  Area,Whitefield,1187.0,2.0,2.0,37.85,2,593.5
Super built-up  Area,Panathur,1370.0,2.0,2.0,54.8,3,456.6666666666667
Super built-up  Area,Yelahanka,1036.0,2.0,2.0,39.37,2,518.0
Super built-up  Area,Old Madras Road,2010.0,3.0,3.0,115.0,4,502.5
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,46.6,2,632.5
Super built-up  Area,Anandapura,1576.0,3.0,3.0,58.0,3,525.3333333333334
Super built-up  Area,Kudlu,1293.0,2.0,2.0,85.0,3,431.0
Super built-up  Area,Munnekollal,1210.0,2.0,2.0,75.0,2,605.0
Built-up  Area,HSR Layout,1126.0,2.0,2.0,69.0,2,563.0
Built-up  Area,other,1440.0,2.0,2.0,70.0,3,480.0
Built-up  Area,Ramamurthy Nagar,1300.0,2.0,2.0,52.0,3,433.3333333333333
Super built-up  Area,Thanisandra,1276.0,2.0,2.0,75.0,2,638.0
Super built-up  Area,Whitefield,1216.0,2.0,2.0,83.0,2,608.0
Built-up  Area,other,1126.0,2.0,2.0,39.0,2,563.0
Super built-up  Area,Raja Rajeshwari Nagar,1162.0,2.0,2.0,65.0,2,581.0
Super built-up  Area,Whitefield,1301.0,2.0,2.0,65.0,2,650.5
Super built-up  Area,Devanahalli,658.0,1.0,1.0,34.0,1,658.0
Built-up  Area,Chandapura,1208.51,3.0,3.0,42.0,3,402.83666666666664
Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,2.0,38.41,2,566.5
Super built-up  Area,other,1760.0,2.0,2.0,116.0,3,586.6666666666666
Super built-up  Area,Sarjapur,940.0,2.0,2.0,25.38,2,470.0
Super built-up  Area,other,1145.0,2.0,2.0,57.0,2,572.5
Super built-up  Area,Bannerghatta Road,1302.5,2.0,2.0,67.73,2,651.25
Built-up  Area,Thubarahalli,1216.0,2.0,2.0,80.0,2,608.0
Super built-up  Area,Tumkur Road,1459.0,2.0,2.0,110.0,3,486.3333333333333
Super built-up  Area,Jakkur,1622.0,2.0,2.0,80.0,3,540.6666666666666
Super built-up  Area,Kanakpura Road,1843.0,3.0,3.0,85.0,3,614.3333333333334
Super built-up  Area,other,1430.0,2.0,2.0,69.5,3,476.6666666666667
Super built-up  Area,Begur Road,1565.0,2.0,2.0,57.91,3,521.6666666666666
Super built-up  Area,other,1670.0,3.0,3.0,160.0,3,556.6666666666666
Super built-up  Area,Lakshminarayana Pura,1695.0,3.0,3.0,150.0,3,565.0
Super built-up  Area,other,1410.0,2.0,2.0,75.0,2,705.0
Super built-up  Area,other,900.0,2.0,2.0,50.0,2,450.0
Built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,693.0
Super built-up  Area,Iblur Village,1920.0,3.0,3.0,150.0,3,640.0
Super built-up  Area,other,705.0,1.0,1.0,55.0,1,705.0
Super built-up  Area,Mahadevpura,1532.0,2.0,2.0,62.0,2,766.0
Super built-up  Area,Rajiv Nagar,1330.0,2.0,2.0,93.0,2,665.0
Built-up  Area,Sarjapur  Road,1530.0,2.0,2.0,60.0,3,510.0
Super built-up  Area,Harlur,1630.0,3.0,3.0,95.1,3,543.3333333333334
Built-up  Area,Brookefield,1595.0,2.0,2.0,75.0,3,531.6666666666666
Super built-up  Area,7th Phase JP Nagar,1000.0,2.0,2.0,53.0,2,500.0
Built-up  Area,Mysore Road,883.0,2.0,2.0,50.0,2,441.5
Super built-up  Area,other,1776.0,2.0,2.0,75.0,3,592.0
Super built-up  Area,other,1347.0,2.0,2.0,37.72,3,449.0
Super built-up  Area,Whitefield,1330.0,2.0,2.0,55.0,3,443.3333333333333
Super built-up  Area,Harlur,1459.0,3.0,3.0,135.0,3,486.3333333333333
Super built-up  Area,other,1200.0,2.0,2.0,52.5,2,600.0
Super built-up  Area,Electronic City,660.0,1.0,1.0,15.5,2,330.0
Super built-up  Area,Yelahanka,1405.0,2.0,2.0,50.58,2,702.5
Super built-up  Area,Yelahanka,602.0,1.0,1.0,26.0,1,602.0
Super built-up  Area,JP Nagar,1500.0,2.0,2.0,82.0,3,500.0
Built-up  Area,other,1539.0,3.0,3.0,60.0,3,513.0
Super built-up  Area,other,1100.0,2.0,2.0,53.0,3,366.6666666666667
Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2.0,2.0,49.0,2,575.5
Super built-up  Area,other,1350.0,3.0,3.0,78.3,3,450.0
Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,65.0,2,600.0
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,93.5,3,566.6666666666666
Built-up  Area,other,1560.0,3.0,3.0,125.0,3,520.0
Super built-up  Area,Sarjapur  Road,1403.0,3.0,3.0,56.0,3,467.6666666666667
Super built-up  Area,Tumkur Road,1416.0,3.0,3.0,94.0,3,472.0
Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,3.0,125.0,3,560.0
Super built-up  Area,Doddathoguru,1595.0,3.0,3.0,62.0,3,531.6666666666666
Super built-up  Area,Kanakpura Road,1507.0,2.0,2.0,95.0,3,502.3333333333333
Super built-up  Area,Hennur Road,1949.0,3.0,3.0,133.0,3,649.6666666666666
Super built-up  Area,Yelahanka,1100.0,2.0,2.0,60.0,2,550.0
Super built-up  Area,Gottigere,1425.0,2.0,2.0,47.0,3,475.0
Super built-up  Area,other,550.0,1.0,1.0,23.0,1,550.0
Built-up  Area,other,1783.0,3.0,3.0,125.0,3,594.3333333333334
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,90.0,3,506.6666666666667
Super built-up  Area,Sarjapur  Road,1060.0,2.0,2.0,55.0,2,530.0
Super built-up  Area,Raja Rajeshwari Nagar,1267.0,2.0,2.0,54.35,2,633.5
Super built-up  Area,Bannerghatta Road,1240.0,2.0,2.0,65.0,2,620.0
Super built-up  Area,other,1570.0,3.0,3.0,78.0,3,523.3333333333334
Super built-up  Area,Whitefield,1355.0,3.0,3.0,76.0,2,677.5
Super built-up  Area,Raja Rajeshwari Nagar,1550.0,3.0,3.0,52.45,3,516.6666666666666
Built-up  Area,Raja Rajeshwari Nagar,1100.0,2.0,2.0,50.0,2,550.0
Super built-up  Area,9th Phase JP Nagar,1466.0,2.0,2.0,71.0,2,733.0
Super built-up  Area,Rachenahalli,1550.0,3.0,3.0,72.5,3,516.6666666666666
Super built-up  Area,Kengeri,540.0,1.0,1.0,22.5,1,540.0
Plot  Area,8th Phase JP Nagar,950.0,3.0,3.0,130.0,3,316.6666666666667
Super built-up  Area,Hebbal,1987.0,4.0,4.0,165.0,3,662.3333333333334
Super built-up  Area,Hoodi,1305.0,2.0,2.0,75.0,2,652.5
Super built-up  Area,Yelahanka,1614.0,2.0,2.0,100.0,3,538.0
Built-up  Area,Magadi Road,600.0,1.0,1.0,22.0,2,300.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,4.0,155.0,3,690.6666666666666
Super built-up  Area,Electronic City,919.0,2.0,2.0,34.0,2,459.5
Plot  Area,other,1200.0,3.0,3.0,150.0,3,400.0
Built-up  Area,other,1000.0,2.0,2.0,42.0,2,500.0
Super built-up  Area,Lingadheeranahalli,2245.0,4.0,4.0,154.0,4,561.25
Super built-up  Area,Bannerghatta Road,1476.0,3.0,3.0,125.0,3,492.0
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,3.0,130.0,3,617.3333333333334
Super built-up  Area,Panathur,1597.0,3.0,3.0,67.12,3,532.3333333333334
Super built-up  Area,Marathahalli,1152.0,2.0,2.0,90.0,2,576.0
Plot  Area,Kammasandra,1400.0,3.0,3.0,92.0,3,466.6666666666667
Super built-up  Area,Yelahanka,1890.0,3.0,3.0,108.0,3,630.0
Built-up  Area,other,830.0,2.0,2.0,40.0,2,415.0
Built-up  Area,Electronic City Phase II,1165.0,2.0,2.0,30.29,2,582.5
Super built-up  Area,Bommanahalli,1100.0,1.0,1.0,55.0,2,550.0
Built-up  Area,9th Phase JP Nagar,1890.0,2.0,2.0,93.0,3,630.0
Super built-up  Area,other,1685.0,3.0,3.0,60.0,3,561.6666666666666
Super built-up  Area,other,827.0,2.0,2.0,45.0,2,413.5
Built-up  Area,Electronics City Phase 1,635.0,1.0,1.0,26.0,1,635.0
Super built-up  Area,other,1050.0,2.0,2.0,50.0,2,525.0
Super built-up  Area,Raja Rajeshwari Nagar,1751.0,3.0,3.0,72.0,3,583.6666666666666
Super built-up  Area,Bommasandra,1020.0,2.0,2.0,40.89,2,510.0
Super built-up  Area,Thanisandra,1148.0,2.0,2.0,43.5,2,574.0
Super built-up  Area,Bellandur,1325.0,2.0,2.0,65.0,2,662.5
Super built-up  Area,other,1261.0,2.0,2.0,61.0,2,630.5
Super built-up  Area,7th Phase JP Nagar,1675.0,2.0,2.0,135.0,3,558.3333333333334
Built-up  Area,Uttarahalli,1160.0,2.0,2.0,45.0,2,580.0
Super built-up  Area,Sahakara Nagar,1914.0,3.0,3.0,149.0,3,638.0
Super built-up  Area,other,1458.0,3.0,3.0,79.0,3,486.0
Super built-up  Area,Akshaya Nagar,1662.0,3.0,3.0,90.0,3,554.0
Super built-up  Area,Yelahanka,1556.0,3.0,3.0,86.0,3,518.6666666666666
Super built-up  Area,Jigani,918.0,2.0,2.0,50.0,2,459.0
Super built-up  Area,Sarjapur  Road,1455.0,2.0,2.0,98.0,3,485.0
Built-up  Area,Bannerghatta Road,1100.0,2.0,2.0,52.0,3,366.6666666666667
Super built-up  Area,Sarjapur  Road,1405.0,3.0,3.0,48.87,3,468.3333333333333
Super built-up  Area,Subramanyapura,929.0,2.0,2.0,56.0,2,464.5
Super built-up  Area,Channasandra,1065.0,2.0,2.0,40.47,2,532.5
Super built-up  Area,Bannerghatta Road,1532.5,3.0,3.0,84.29,3,510.8333333333333
Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2,625.0
Super built-up  Area,Marathahalli,1680.0,3.0,3.0,105.0,3,560.0
Super built-up  Area,Nagarbhavi,1146.0,2.0,2.0,50.0,2,573.0
Super built-up  Area,Ramagondanahalli,1451.0,3.0,3.0,60.44,3,483.6666666666667
Super built-up  Area,other,1424.0,2.0,2.0,55.0,3,474.6666666666667
Super built-up  Area,Gottigere,1435.0,2.0,2.0,62.0,3,478.3333333333333
Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1,658.0
Super built-up  Area,Whitefield,1242.0,2.0,2.0,65.0,2,621.0
Super built-up  Area,Yelahanka,1610.0,4.0,4.0,85.0,3,536.6666666666666
Super built-up  Area,Hulimavu,1127.0,2.0,2.0,65.0,2,563.5
Super built-up  Area,other,1250.0,3.0,3.0,55.0,3,416.6666666666667
Plot  Area,other,2200.0,4.0,4.0,160.0,3,733.3333333333334
Super built-up  Area,Chandapura,876.0,2.0,2.0,29.5,2,438.0
Super built-up  Area,Kadugodi,1314.0,2.0,2.0,83.0,2,657.0
Super built-up  Area,Rachenahalli,690.0,1.0,1.0,39.8,1,690.0
Built-up  Area,other,1230.0,2.0,2.0,55.0,2,615.0
Super built-up  Area,Bommasandra,920.0,2.0,2.0,37.2,2,460.0
Built-up  Area,Sarjapur  Road,1850.0,3.0,3.0,140.0,3,616.6666666666666
Super built-up  Area,Electronic City,1073.0,2.0,2.0,60.0,2,536.5
Super built-up  Area,other,1540.0,3.0,3.0,76.0,3,513.3333333333334
Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,63.5,3,516.6666666666666
Super built-up  Area,Kalyan nagar,1198.0,2.0,2.0,65.0,2,599.0
Super built-up  Area,other,1656.0,3.0,3.0,90.0,3,552.0
Super built-up  Area,other,1900.0,3.0,3.0,155.0,3,633.3333333333334
Built-up  Area,Ramagondanahalli,1910.0,3.0,3.0,142.0,3,636.6666666666666
Super built-up  Area,Whitefield,1495.0,2.0,2.0,67.0,3,498.3333333333333
Super built-up  Area,Thanisandra,2172.0,3.0,3.0,76.02,3,724.0
Super built-up  Area,Whitefield,1548.0,3.0,3.0,65.0,3,516.0
Super built-up  Area,Hosur Road,1689.0,3.0,3.0,103.0,3,563.0
Super built-up  Area,other,1100.0,2.0,2.0,61.0,2,550.0
Super built-up  Area,Hennur Road,1250.0,2.0,2.0,77.88,3,416.6666666666667
Built-up  Area,other,1942.0,3.0,3.0,155.0,3,647.3333333333334
Super built-up  Area,Haralur Road,1985.0,3.0,3.0,130.0,3,661.6666666666666
Super built-up  Area,Sarjapur  Road,950.0,1.0,1.0,39.9,1,950.0
Super built-up  Area,Green Glen Layout,1752.0,3.0,3.0,105.0,3,584.0
Super built-up  Area,Old Madras Road,1480.0,2.0,2.0,84.0,3,493.3333333333333
Super built-up  Area,Sarjapur  Road,1826.0,3.0,3.0,130.0,3,608.6666666666666
Super built-up  Area,Thanisandra,934.0,2.0,2.0,55.0,2,467.0
Super built-up  Area,Mahadevpura,1620.0,2.0,2.0,76.0,3,540.0
Super built-up  Area,Electronic City,1070.0,2.0,2.0,47.0,2,535.0
Super built-up  Area,Electronic City Phase II,1611.0,2.0,2.0,48.33,3,537.0
Super built-up  Area,Whitefield,1405.0,3.0,3.0,58.0,3,468.3333333333333
Super built-up  Area,other,1515.0,3.0,3.0,90.0,3,505.0
Super built-up  Area,Thigalarapalya,1830.0,4.0,4.0,150.0,3,610.0
Built-up  Area,Kaggadasapura,1710.0,3.0,3.0,60.0,3,570.0
Built-up  Area,other,935.0,2.0,2.0,51.5,2,467.5
Super built-up  Area,Yeshwanthpur,1678.0,3.0,3.0,92.13,3,559.3333333333334
Built-up  Area,Brookefield,1410.0,2.0,2.0,80.0,3,470.0
Super built-up  Area,Jakkur,1125.0,2.0,2.0,65.0,2,562.5
Super built-up  Area,Magadi Road,1191.0,2.0,2.0,55.38,3,397.0
Super built-up  Area,CV Raman Nagar,1525.0,2.0,2.0,67.0,3,508.3333333333333
Super built-up  Area,other,600.0,1.0,1.0,25.0,2,300.0
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,44.0,2,592.5
Super built-up  Area,Electronics City Phase 1,1190.0,2.0,2.0,68.0,2,595.0
Super built-up  Area,Whitefield,1355.0,2.0,2.0,73.0,2,677.5
Super built-up  Area,Yelahanka New Town,500.0,2.0,2.0,24.0,1,500.0
Super built-up  Area,other,1250.0,3.0,3.0,50.0,3,416.6666666666667
Super built-up  Area,KR Puram,1583.0,2.6926096474673513,2.6926096474673513,70.445,3,527.6666666666666
Super built-up  Area,other,1206.0,2.0,2.0,53.0,2,603.0
Super built-up  Area,Rajaji Nagar,1357.0,2.0,2.0,130.0,2,678.5
Super built-up  Area,8th Phase JP Nagar,909.0,2.0,2.0,40.9,2,454.5
Built-up  Area,Brookefield,1100.0,2.0,2.0,55.0,2,550.0
Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2.0,2.0,44.17,2,653.0
Super built-up  Area,Kalena Agrahara,610.0,1.0,1.0,39.0,1,610.0
Super built-up  Area,Yelahanka,1484.0,2.0,2.0,56.4,3,494.6666666666667
Super built-up  Area,Ramamurthy Nagar,1125.0,2.0,2.0,47.0,2,562.5
Built-up  Area,other,1250.0,2.0,2.0,58.0,2,625.0
Built-up  Area,1st Phase JP Nagar,840.0,2.0,2.0,50.0,1,840.0
Super built-up  Area,other,583.0,1.0,1.0,26.9,1,583.0
Super built-up  Area,Whitefield,750.0,1.0,1.0,51.0,1,750.0
Super built-up  Area,Marathahalli,1600.0,3.0,3.0,58.0,3,533.3333333333334
Super built-up  Area,other,1365.0,2.0,2.0,49.0,3,455.0
Super built-up  Area,Hormavu,1260.0,2.0,2.0,35.0,2,630.0
Super built-up  Area,Electronics City Phase 1,1190.0,2.0,2.0,33.92,2,595.0
Super built-up  Area,other,1510.0,3.0,3.0,47.57,3,503.3333333333333
Super built-up  Area,Kundalahalli,1120.0,2.0,2.0,53.76,2,560.0
Super built-up  Area,Whitefield,1115.0,2.0,2.0,34.555,2,557.5
Super built-up  Area,other,1717.0,3.0,3.0,99.0,3,572.3333333333334
Built-up  Area,other,2099.0,3.0,3.0,95.0,3,699.6666666666666
Built-up  Area,Bannerghatta Road,1465.0,2.0,2.0,45.87,3,488.3333333333333
Super built-up  Area,Haralur Road,1255.0,2.0,2.0,90.0,3,418.3333333333333
Built-up  Area,Electronic City Phase II,1065.0,2.0,2.0,30.88,2,532.5
Super built-up  Area,Bellandur,1281.0,2.0,2.0,87.0,2,640.5
Super built-up  Area,Electronic City,1210.0,2.0,2.0,25.0,2,605.0
Carpet  Area,Kaggadasapura,1215.0,2.0,2.0,43.0,2,607.5
Super built-up  Area,Mysore Road,1237.0,2.0,2.0,73.0,2,618.5
Super built-up  Area,Lakshminarayana Pura,1300.0,2.0,2.0,70.0,2,650.0
Super built-up  Area,Whitefield,1105.0,2.0,2.0,39.99,2,552.5
Super built-up  Area,Chandapura,1505.0,2.0,2.0,42.0,3,501.6666666666667
Built-up  Area,Banashankari,1186.0,2.0,2.0,65.0,2,593.0
Super built-up  Area,Kengeri,750.0,2.0,2.0,35.5,2,375.0
Built-up  Area,Varthur,1083.0,2.0,2.0,28.0,2,541.5
Super built-up  Area,Thanisandra,1056.0,2.0,2.0,68.0,2,528.0
Super built-up  Area,other,2108.0,3.0,3.0,85.0,3,702.6666666666666
Super built-up  Area,Banashankari,1650.0,3.0,3.0,101.0,3,550.0
Built-up  Area,Electronic City Phase II,1220.0,3.0,3.0,36.6,3,406.6666666666667
Super built-up  Area,other,1198.0,2.0,2.0,54.0,2,599.0
Super built-up  Area,other,1190.0,2.0,2.0,70.0,2,595.0
Super built-up  Area,Yelahanka,1260.0,2.0,2.0,59.2,2,630.0
Super built-up  Area,Talaghattapura,2254.0,3.0,3.0,153.0,3,751.3333333333334
Built-up  Area,JP Nagar,820.0,2.0,2.0,45.0,2,410.0
Super built-up  Area,Electronic City,1296.0,2.0,2.0,65.0,2,648.0
Super built-up  Area,Whitefield,1173.0,2.0,2.0,77.0,2,586.5
Built-up  Area,Yelahanka,1102.0,2.0,2.0,52.0,2,551.0
Built-up  Area,Prithvi Layout,1620.0,3.0,3.0,65.0,3,540.0
Super built-up  Area,Yelahanka,1519.0,2.0,2.0,65.0,2,759.5
Super built-up  Area,other,1594.0,3.0,3.0,99.0,3,531.3333333333334
Super built-up  Area,other,1250.0,2.0,2.0,68.0,2,625.0
Super built-up  Area,Haralur Road,1056.0,2.0,2.0,60.0,2,528.0
Super built-up  Area,other,1464.0,2.0,2.0,145.0,2,732.0
Built-up  Area,Gollarapalya Hosahalli,861.0,2.0,2.0,36.5,2,430.5
Super built-up  Area,Kundalahalli,1047.0,2.0,2.0,82.62,2,523.5
Super built-up  Area,Ramamurthy Nagar,1000.0,2.0,2.0,62.0,2,500.0
Super built-up  Area,Lingadheeranahalli,1682.0,3.0,3.0,113.0,3,560.6666666666666
